,autor,libro,metaTL,poema,fragmento,destinatario,texto,AA#1-Espasa(1989)-Roman num.,AA#2-Espasa(1989)-Arabian num.,MM#1-Etc.,MM#2-Etc.,,,,,,,
50408,Antonio Machado,03-Nuevas canciones (1917-1930),,(Apuntes),I,,"Desde mi ventana,
¡campo de Baeza,
a la luna clara!

¡Montes de Cazorla,
Aznaitín y Mágina!
¡De luna y de piedra
también los cachorros
de Sierra Morena!",CLIV,154,,,,,,,,,
50409,Antonio Machado,03-Nuevas canciones (1917-1930),,(Apuntes),II,,"Sobre el olivar,
se vió a la lechuza
volar y volar.

Campo, campo, campo.
Entre los olivos,
los cortijos blancos.

Y la encina negra,
a medio camino
de Úbeda a Baeza.",CLIV,154,,,,,,,,,
50410,Antonio Machado,03-Nuevas canciones (1917-1930),,(Apuntes),III,,"Por un ventanal,
entró la lechuza
en la catedral.

San Cristobalón
la quiso espantar,
al ver que bebía
del velón de aceite
de Santa María.

La Virgen habló:
Déjala que beba,
San Cristobalón.",CLIV,154,,,,,,,,,
50411,Antonio Machado,03-Nuevas canciones (1917-1930),,(Apuntes),IV,,"Sobre el olivar,
se vio a la lechuza
volar y volar.

A Santa María
un ramito verde
volando traía.

¡Campo de Baeza,
soñaré contigo
cuando no te vea!",CLIV,154,,,,,,,,,
50412,Antonio Machado,03-Nuevas canciones (1917-1930),,(Apuntes),V,,"Dondequiera vaya
José de Mairena
lleva su guitarra.

Su guitarra lleva,
cuando va a caballo,
a la bandolera.

Y lleva el caballo
con la rienda corta,
la cerviz en alto.",CLIV,154,,,,,,,,,
50413,Antonio Machado,03-Nuevas canciones (1917-1930),,(Apuntes),VI,,"¡Pardos borriquillos
de ramón cargados,
entre los olivos!",CLIV,154,,,,,,,,,
50414,Antonio Machado,03-Nuevas canciones (1917-1930),,(Apuntes),VII,,"¡Tus sendas de cabras,
y tus madroñeras,
Córdoba serrana!",CLIV,154,,,,,,,,,
50415,Antonio Machado,03-Nuevas canciones (1917-1930),,(Apuntes),VIII,,"¡La del Romancero,
Córdoba la llana!...
Guadalquivir hace vega,
el campo relincha y brama.",CLIV,154,,,,,,,,,
50416,Antonio Machado,03-Nuevas canciones (1917-1930),,(Apuntes),IX,,"Los olivos grises,
los caminos blancos.
El sol ha sorbido
la color del campo;
y hasta tu recuerdo
me lo va secando
este alma de polvo
de los días malos.",CLIV,154,,,,,,,,,
50417,Antonio Machado,03-Nuevas canciones (1917-1930),,(Hacia tierra baja),I,,"Rejas de hierro; rosas de grana.
¿A quién esperas,
con esos ojos y esas ojeras,
enjauladita como las fieras,
tras de los hierros de tu ventana?

Entre las rejas y los rosales,
¿sueñas amores
de bandoleros galanteadores,
fieros amores entre puñales?

Rondar tu calle nunca verás
ese que esperas; porque se fue
toda la España de Merimée.

Por esta calle -tú elegirás-
pasa un notario
que va al tresillo del boticario,
y un usurero, a su rosario.

También yo paso, viejo y tristón.
Dentro del pecho llevo un león.",CLV,155,,,,,,,,,
50418,Antonio Machado,03-Nuevas canciones (1917-1930),,(Hacia tierra baja),II,,"Aunque me ves por la calle,
también yo tengo mis rejas,
mis rejas y mis rosales.",CLV,155,,,,,,,,,
50419,Antonio Machado,03-Nuevas canciones (1917-1930),,(Hacia tierra baja),III,,"Un mesón de mi camino.
Con un gesto de vestal,
tú sirves el rojo vino
de una orgía de arrabal.

Los borrachos
de los ojos vivarachos
y la lengua fanfarrona
te requiebran ¡oh varona!

Y otros borrachos suspiran
por tus ojos de diamante,
tus ojos que a nadie miran.

A la altura de tus senos,
la batea rebosante,
llega en tus brazos morenos.

¡Oh, mujer,
dame también de beber!",CLV,155,,,,,,,,,
50420,Antonio Machado,03-Nuevas canciones (1917-1930),,(Hacia tierra baja),IV,,"Una noche de verano.
El tren hacia el puerto va,
devorando aire marino.
Aun no se ve la mar.",CLV,155,,,,,,,,,
50421,Antonio Machado,03-Nuevas canciones (1917-1930),,(Hacia tierra baja),IV,,"Cuando lleguemos al puerto,
niña, verás
un abanico de nácar
que brilla sobre la mar.",CLV,155,,,,,,,,,
50422,Antonio Machado,03-Nuevas canciones (1917-1930),,(Hacia tierra baja),IV,,"A una japonesa
le dijo Sokán:
con la blanca luna
te abanicarás,
con la blanca luna
a orillas del mar.",CLV,155,,,,,,,,,
50423,Antonio Machado,03-Nuevas canciones (1917-1930),,(Hacia tierra baja),V,,"Una noche de verano,
en la playa de Sanlúcar,
oí una voz que cantaba:
antes que salga la luna...

Antes que salga la luna,
a la vera de la mar,
dos palabritas a solas
contigo tengo de hablar.

¡Playa de Sanlúcar,
noche de verano,
copla solitaria
junto al mar amargo!

¡A la orillita del agua,
por donde nadie nos vea,
antes que la luna salga!",CLV,155,,,,,,,,,
50424,Antonio Machado,03-Nuevas canciones (1917-1930),,(Galerías),I,,"En el azul la banda
de unos pájaros negros
que chillan, aletean y se posan
en el álamo yerto.
... En el desnudo álamo,
las graves chovas, quietas y en silencio,
cual negras, frías notas
escritas en la pauta de Febrero.",CLVI,156,,,,,,,,,
50425,Antonio Machado,03-Nuevas canciones (1917-1930),,(Galerías),II,,"El monte azul, el río, las erectas
varas cobrizas de los finos álamos,
y el blanco del almendro en la colina,
¡oh nieve en flor y mariposa en árbol!
Con el aroma del habar, el viento
corre en la alegre soledad del campo.",CLVI,156,,,,,,,,,
50426,Antonio Machado,03-Nuevas canciones (1917-1930),,(Galerías),III,,"Una centella blanca
en la nube de plomo culebrea.
¡Los asombrados ojos
del niño, y juntas cejas
-está el salón obscuro- de la madre!...
¡Oh cerrado balcón a la tormenta!
El viento aborrascado y el granizo
en el limpio cristal repiquetean.",CLVI,156,,,,,,,,,
50427,Antonio Machado,03-Nuevas canciones (1917-1930),,(Galerías),IV,,"El iris y el balcón.

Las siete cuerdas
de la lira del sol vibran en sueños.
Un tímpano infantil da siete golpes
—agua y cristal.

Acacias con jilgueros.
Cigüeñas en las torres.

En la plaza,
lavó la lluvia el mirto polvoriento.
En el amplio rectángulo ¿quién puso
ese grupo de vírgenes risueño,
y arriba ¡hosanna! entre la rota nube,
la palma de oro y el azul sereno?",CLVI,156,,,,,,,,,
50428,Antonio Machado,03-Nuevas canciones (1917-1930),,(Galerías),V,,"Entre montes de almagre y peñas grises,
el tren devora su rail de acero.
La hilera de brillantes ventanillas
lleva un doble perfil de camafeo,
tras el cristal de plata, repetido...
¿Quién ha punzado el corazón del tiempo?",CLVI,156,,,,,,,,,
50429,Antonio Machado,03-Nuevas canciones (1917-1930),,(Galerías),VI,,"¿Quién puso, entre las rocas de ceniza,
para la miel del sueño,
esas retamas de oro
y esas azules flores del romero?
La sierra de violeta
y, en el poniente, el azafrán del cielo,
¿quién ha pintado? ¡El abejar, la ermita,
el tajo sobre el río, el sempiterno
rodar del agua entre las hondas peñas,
y el rubio verde de los campos nuevos,
y todo, hasta la tierra blanca y rosa
al pie de los almendros!",CLVI,156,,,,,,,,,
50430,Antonio Machado,03-Nuevas canciones (1917-1930),,(Galerías),VII,,"En el silencio sigue
la lira pitagórica vibrando,
el iris en la luz, la luz que llena
mi estereoscopio vano.
Han cegado mis ojos las cenizas
del fuego heraclitano.
El mundo es, un momento,
transparente, vacío, ciego, alalo.",CLVI,156,,,,,,,,,
50431,Antonio Machado,03-Nuevas canciones (1917-1930),,"(La luna, la sombra y el bufón)",I,,"Fuera, la luna platea
cúpulas, torres, tejados;
dentro, mi sombra pasea
por los muros encalados.
Con esta luna parece
que hasta la sombra envejece.

Ahorremos la serenata
de una cenestesia ingrata,
y una vejez intranquila,
y una luna de hojalata.
Cierra tu balcón, Lucila.",CLVII,157,,,,,,,,,
50432,Antonio Machado,03-Nuevas canciones (1917-1930),,"(La luna, la sombra y el bufón)",II,,"Se pintan panza y joroba
en la pared de mi alcoba.
Canta el bufón:

¡Qué bien van
en un rostro de cartón,
unas barbas de azafrán!
Lucila, cierra el balcón.",CLVII,157,,,,,,,,,
50433,Antonio Machado,03-Nuevas canciones (1917-1930),,(Canciones de tierras altas),I,,"Por la sierra blanca...
La nieve menuda
y el viento de cara.

Por entre los pinos...
Con la blanca nieve
se borra el camino.

Recio viento sopla
de Urbión a Moncayo.
¡Páramos de Soria!",CLVIII,158,,,,,,,,,
50434,Antonio Machado,03-Nuevas canciones (1917-1930),,(Canciones de tierras altas),II,,"Ya habrá cigüeñas al sol,
mirando la tarde roja,
entre Moncayo y Urbión.",CLVIII,158,,,,,,,,,
50435,Antonio Machado,03-Nuevas canciones (1917-1930),,(Canciones de tierras altas),III,,"Se abrió la puerta que tiene
gonces en mi corazón,
y otra vez la galería
de mi historia apareció.

Otra vez la plazoleta
de las acacias en flor,
y otra vez la fuente clara
cuenta un romance de amor.",CLVIII,158,,,,,,,,,
50436,Antonio Machado,03-Nuevas canciones (1917-1930),,(Canciones de tierras altas),IV,,"Es la parda encina
y el yermo de piedra.
Cuando el sol tramonta,
el río despierta.

¡Oh montes lejanos
de malva y violeta!
En el aire en sombra
sólo el río suena.

¡Luna amoratada
de una tarde vieja,
en un campo frío,
más luna que tierra!",CLVIII,158,,,,,,,,,
50437,Antonio Machado,03-Nuevas canciones (1917-1930),,(Canciones de tierras altas),V,,"Soria de montes azules
y de yermos de violeta,
¡cuántas veces te he soñado
en esta florida vega
por donde se va,
entre naranjos de oro,
Guadalquivir a la mar.",CLVIII,158,,,,,,,,,
50438,Antonio Machado,03-Nuevas canciones (1917-1930),,(Canciones de tierras altas),VI,,"¡Cuántas veces me borraste,
tierra de ceniza,
estos limonares verdes
con sombras de tus encinas!

¡Oh, campos de Dios,
entre Urbión el de Castilla
y Moncayo el de Aragón!",CLVIII,158,,,,,,,,,
50439,Antonio Machado,03-Nuevas canciones (1917-1930),,(Canciones de tierras altas),VII,,"En Córdoba, la serrana,
en Sevilla, marinera
y labradora, que tiene
hinchada, hacia el mar, la vela;
y en el ancho llano
por donde la arena sorbe
la baba del mar amargo,
hacia la fuente del Duero
mi corazón ¡Soria pura!
se tornaba... ¡Oh, fronteriza
entre la tierra y la luna!

¡Alta paramera
donde corre el Duero niño,
tierra donde está su tierra!",CLVIII,158,,,,,,,,,
50440,Antonio Machado,03-Nuevas canciones (1917-1930),,(Canciones de tierras altas),VIII,,"El río despierta.
En el aire oscuro,
sólo el río suena.

¡Oh, canción amarga
del agua en la piedra!
... Hacia el alto Espino,
bajo las estrellas.

Sólo suena el río
al fondo del valle,
bajo el alto Espino.",CLVIII,158,,,,,,,,,
50441,Antonio Machado,03-Nuevas canciones (1917-1930),,(Canciones de tierras altas),IX,,"En medio del campo,
tiene la ventana abierta
la ermita sin ermitaño.

Un tejadillo verdoso.
Cuatro muros blancos.

Lejos relumbra la piedra
del áspero Guadarrama.
Agua que brilla y no suena.

En el aire claro,
¡los alamillos del soto,
sin hojas, liras de marzo!",CLVIII,158,,,,,,,,,
50442,Antonio Machado,03-Nuevas canciones (1917-1930),,(Canciones de tierras altas),X. Iris de la noche,A don Ramón del Valle-Inclán,"Hacia Madrid, una noche,
va el tren por el Guadarrama.
En el cielo, el arco iris
que hacen la luna y el agua.
¡Oh, luna de abril serena,
que empuja las nubes blancas!

La madre lleva a su niño,
dormido, sobre la falda.
Duerme el niño y, todavía,
ve el campo verde que pasa,
y arbolillos soleados,
y mariposas doradas.

La madre, ceño sombrío
entre un ayer y un mañana,
ve unas ascuas mortecinas
y una hornilla con arañas.

Hay un trágico viajero,
que debe ver cosas raras,
y habla solo y, cuando mira,
nos borra con la mirada.

Yo pienso en campos de nieve
y en pinos de otras montañas.

Y tú, señor, por quien todos
vemos y que ves las almas,
dinos si todos, un día,
hemos de verte la cara.",CLVIII,158,,,,,,,,,
50443,Antonio Machado,03-Nuevas canciones (1917-1930),,(Canciones),I,,"Junto a la sierra florida,
bulle el ancho mar.
El panal de mis abejas
tiene granitos de sal.",CLIX,159,,,,,,,,,
50444,Antonio Machado,03-Nuevas canciones (1917-1930),,(Canciones),II,,"Junto al agua negra.
Olor de mar y jazmines.
Noche malagueña.",CLIX,159,,,,,,,,,
50445,Antonio Machado,03-Nuevas canciones (1917-1930),,(Canciones),III,,"La primavera ha venido.
Nadie sabe cómo ha sido.",CLIX,159,,,,,,,,,
50446,Antonio Machado,03-Nuevas canciones (1917-1930),,(Canciones),IV,,"La primavera ha venido.
¡Aleluyas blancas
de los zarzales floridos!",CLIX,159,,,,,,,,,
50447,Antonio Machado,03-Nuevas canciones (1917-1930),,(Canciones),V,,"¡Luna llena, luna llena,
tan oronda, tan redonda
en esta noche serena
de marzo, panal de luz
que labran blancas abejas!",CLIX,159,,,,,,,,,
50448,Antonio Machado,03-Nuevas canciones (1917-1930),,(Canciones),VI,,"Noche castellana,
la canción se dice,
o, mejor, se calla.
Cuando duerman todos,
saldré a la ventana.",CLIX,159,,,,,,,,,
50449,Antonio Machado,03-Nuevas canciones (1917-1930),,(Canciones),VII,,"Canta, canta en claro rimo,
el almendro en verde rama
y el doble sauce del río.

Canta de la parda encina
la rama que el hacha corta,
y la flor que nadie mira.

De los perales del huerto
la blanca flor, la rosada
flor del melocotonero.

Y este olor
que arranca el viento mojado
a los habares en flor.",CLIX,159,,,,,,,,,
50450,Antonio Machado,03-Nuevas canciones (1917-1930),,(Canciones),VIII,,"La fuente y las cuatro
acacias en flor
de la plazoleta.
Ya no quema el sol.
¡Tardecita alegre!
Canta, ruiseñor.
Es la misma hora
de mi corazón.",CLIX,159,,,,,,,,,
50451,Antonio Machado,03-Nuevas canciones (1917-1930),,(Canciones),IX,,"¡Blanca hospedería,
celda de viajero,
con la sombra mía!",CLIX,159,,,,,,,,,
50452,Antonio Machado,03-Nuevas canciones (1917-1930),,(Canciones),X,,"El acueducto romano,
-canta una coz de mi tierra-
y el querer que nos tenemos,
chiquilla, ¡vaya firmeza!",CLIX,159,,,,,,,,,
50453,Antonio Machado,03-Nuevas canciones (1917-1930),,(Canciones),XI,,"A las palabras de amor
les sienta bien su poquito
de exageración.",CLIX,159,,,,,,,,,
50454,Antonio Machado,03-Nuevas canciones (1917-1930),,(Canciones),XII,,"En Santo Domingo,
la misa mayor.
Aunque me decían
hereje y masón,
rezando contigo,
¡cuánta devoción!",CLIX,159,,,,,,,,,
50455,Antonio Machado,03-Nuevas canciones (1917-1930),,(Canciones),XIII,,"Hay fiesta en el prado verde 
—pífano y tambor—.
Con su cayado florido
y abarcas de oro vino un pastor.

Del monte bajé,
sólo por bailar con ella;
al monte me tornaré.

En los árboles del huerto
hay un ruiseñor;
canta de noche y de día,
canta a la luna y al sol.
Ronco de cantar:
al huerto vendrá la niña
y una rosa cortará.

Entre las negras encinas,
hay una fuente piedra,
y un cantarillo de barro
que nunca se llena.

Por el encinar,
con la blanca luna,
ella volverá.",CLIX,159,,,,,,,,,
50456,Antonio Machado,03-Nuevas canciones (1917-1930),,(Canciones),XIV,,"Contigo en Valonsadero,
fiesta de San Juan,
mañana en la Pampa,
del otro lado del mar.
Guárdame la fe,
que yo volveré.

Mañana seré pampero,
y se me irá el corazón
a orillas del alto Duero.",CLIX,159,,,,,,,,,
50457,Antonio Machado,03-Nuevas canciones (1917-1930),,(Canciones),XV,,"Mientras danzáis en corro,
niñas, cantad:
Ya están los prados verdes,
ya vino abril galán.

A la orilla del río,
por el negro encinar,
sus abarcas de plata
hemos visto brillar.
Ya están los prados verdes,
ya vino abril galán.",CLIX,159,,,,,,,,,
50458,Antonio Machado,03-Nuevas canciones (1917-1930),,(Canciones del alto Duero),I,,"Molinero es mi amante, 
tiene un molino 
bajo los pinos verdes, 
cerca del río. 
Niñas, cantad: 
«Por las tierras de Soria 
yo quisiera pasar.»",CLX,160,,,,,,,,,
50459,Antonio Machado,03-Nuevas canciones (1917-1930),,(Canciones del alto Duero),II,,"Por las tierras de Soria 
va mi pastor. 
¡Si yo fuera una encina 
sobre un alcor! 
Para la siesta, 
si yo fuera una encina 
sombra le diera.",CLX,160,,,,,,,,,
50460,Antonio Machado,03-Nuevas canciones (1917-1930),,(Canciones del alto Duero),III,,"Colmenero es mi amante 
y, en su abejar, 
abejicas de oro 
vienen y van. 
De tu colmena, 
colmenero del alma, 
yo colmenera.",CLX,160,,,,,,,,,
50461,Antonio Machado,03-Nuevas canciones (1917-1930),,(Canciones del alto Duero),IV,,"En las sierras de Soria, 
azul y nieve, 
leñador es mi amante 
de pinos verdes. 
¡Quién fuera águila
para ver a mi dueño 
cortando ramas!",CLX,160,,,,,,,,,
50462,Antonio Machado,03-Nuevas canciones (1917-1930),,(Canciones del alto Duero),V,,"Hortelano es mi amante, 
tiene su huerto, 
en la tierra de Soria, 
cerca del Duero. 
¡Linda hortelana! 
Llevaré saya verde, 
monjil de grana.",CLX,160,,,,,,,,,
